41c9377a45d4a37373cca0215766cca0,20240317,1010150,0335,0.20408163265306
41c9377a45d4a37373cca0215766cca0,20240324,1010150,0335,0.69387755102041
41c9377a45d4a37373cca0215766cca0,20240331,1010150,0335,1.6734693877551
41c9377a45d4a37373cca0215766cca0,20240407,1010150,0335,3.4285714285714
41c9377a45d4a37373cca0215766cca0,20240414,1010150,0335,6.8761061946903
41c9377a45d4a37373cca0215766cca0,20240421,1010150,0335,8.4413120086744
41c9377a45d4a37373cca0215766cca0,20240428,1010150,0335,10.734061930783
41c9377a45d4a37373cca0215766cca0,20240505,1010150,0335,0
41c9377a45d4a37373cca0215766cca0,20240512,1010150,0335,0.17800400801603
41c9377a45d4a37373cca0215766cca0,20240519,1010150,0335,0
41c9377a45d4a37373cca0215766cca0,20240526,1010150,0335,0
41c9377a45d4a37373cca0215766cca0,20240602,1010150,0335,0.089450151057402
41c9377a45d4a37373cca0215766cca0,20240317,1010090,0335,0.16326530612245
41c9377a45d4a37373cca0215766cca0,20240324,1010090,0335,0.38775510204082
41c9377a45d4a37373cca0215766cca0,20240331,1010090,0335,0.63265306122449
41c9377a45d4a37373cca0215766cca0,20240407,1010090,0335,1.1020408163265
41c9377a45d4a37373cca0215766cca0,20240414,1010090,0335,2.0698482932996
41c9377a45d4a37373cca0215766cca0,20240421,1010090,0335,3.65952832746
41c9377a45d4a37373cca0215766cca0,20240428,1010090,0335,4.384335154827
41c9377a45d4a37373cca0215766cca0,20240505,1010090,0335,0.28540437348143
41c9377a45d4a37373cca0215766cca0,20240512,1010090,0335,0.34729924966211
41c9377a45d4a37373cca0215766cca0,20240519,1010090,0335,0.18515205724508
41c9377a45d4a37373cca0215766cca0,20240526,1010090,0335,0.025747508305648
41c9377a45d4a37373cca0215766cca0,20240602,1010090,0335,0.20361132579217
41c9377a45d4a37373cca0215766cca0,20240317,1010140,0335,0.36734693877551
41c9377a45d4a37373cca0215766cca0,20240324,1010140,0335,1.0612244897959
41c9377a45d4a37373cca0215766cca0,20240331,1010140,0335,2.3877551020408
41c9377a45d4a37373cca0215766cca0,20240407,1010140,0335,5.1836734693878
41c9377a45d4a37373cca0215766cca0,20240414,1010140,0335,8.7354614412137
41c9377a45d4a37373cca0215766cca0,20240421,1010140,0335,13.296286256438
41c9377a45d4a37373cca0215766cca0,20240428,1010140,0335,14.589253187614
41c9377a45d4a37373cca0215766cca0,20240505,1010140,0335,0.037675276889363
41c9377a45d4a37373cca0215766cca0,20240512,1010140,0335,0.1158880260521
41c9377a45d4a37373cca0215766cca0,20240519,1010140,0335,0.036106471653347
41c9377a45d4a37373cca0215766cca0,20240526,1010140,0335,0
41c9377a45d4a37373cca0215766cca0,20240602,1010140,0335,0.038823850285331
41c9377a45d4a37373cca0215766cca0,20240317,1010120,0335,0.040816326530612
41c9377a45d4a37373cca0215766cca0,20240324,1010120,0335,0.12244897959184
41c9377a45d4a37373cca0215766cca0,20240331,1010120,0335,0.16326530612245
41c9377a45d4a37373cca0215766cca0,20240407,1010120,0335,0.40816326530612
41c9377a45d4a37373cca0215766cca0,20240414,1010120,0335,1.4032869785082
41c9377a45d4a37373cca0215766cca0,20240421,1010120,0335,1.3662239089184
41c9377a45d4a37373cca0215766cca0,20240428,1010120,0335,3.2126593806922
41c9377a45d4a37373cca0215766cca0,20240505,1010120,0335,0.11614491440561
41c9377a45d4a37373cca0215766cca0,20240512,1010120,0335,0.177128058033
41c9377a45d4a37373cca0215766cca0,20240519,1010120,0335,0.066785171697312
41c9377a45d4a37373cca0215766cca0,20240526,1010120,0335,0.1842879963487
41c9377a45d4a37373cca0215766cca0,20240602,1010120,0335,0.37841809600108
41c9377a45d4a37373cca0215766cca0,20240331,1010100,0335,0
41c9377a45d4a37373cca0215766cca0,20240407,1010100,0335,0.081632653061224
41c9377a45d4a37373cca0215766cca0,20240421,1010100,0335,0
41c9377a45d4a37373cca0215766cca0,20240519,1010100,0335,1.9117132867133
41c9377a45d4a37373cca0215766cca0,20240526,1010100,0335,2.924301242236
41c9377a45d4a37373cca0215766cca0,20240317,1010110,0335,0.020408163265306
41c9377a45d4a37373cca0215766cca0,20240324,1010110,0335,0.040816326530612
41c9377a45d4a37373cca0215766cca0,20240331,1010110,0335,0.061224489795918
41c9377a45d4a37373cca0215766cca0,20240414,1010110,0335,0.035082174462705
41c9377a45d4a37373cca0215766cca0,20240428,1010110,0335,0.1511839708561
41c9377a45d4a37373cca0215766cca0,20240505,1010110,0335,1.0715306446491
41c9377a45d4a37373cca0215766cca0,20240512,1010110,0335,3.1390440455379
41c9377a45d4a37373cca0215766cca0,20240519,1010110,0335,0.2738431780985
41c9377a45d4a37373cca0215766cca0,20240526,1010110,0335,0.83778247654288
41c9377a45d4a37373cca0215766cca0,20240602,1010110,0335,4.6008227807418
41c9377a45d4a37373cca0215766cca0,20240331,1010160,0335,0.061224489795918
41c9377a45d4a37373cca0215766cca0,20240421,1010160,0335,0
41c9377a45d4a37373cca0215766cca0,20240519,1010160,0335,3.0367132867133
41c9377a45d4a37373cca0215766cca0,20240602,1010130,0335,1.036253776435
41c9377a45d4a37373cca0215766cca0,20240324,1010170,0335,0.020408163265306
41c9377a45d4a37373cca0215766cca0,20240331,1010170,0335,0.020408163265306
41c9377a45d4a37373cca0215766cca0,20240407,1010170,0335,0.081632653061224
41c9377a45d4a37373cca0215766cca0,20240414,1010170,0335,0.070164348925411
41c9377a45d4a37373cca0215766cca0,20240421,1010170,0335,0.0487937110328
41c9377a45d4a37373cca0215766cca0,20240428,1010170,0335,0.1511839708561
41c9377a45d4a37373cca0215766cca0,20240505,1010170,0335,1.0142164179104
41c9377a45d4a37373cca0215766cca0,20240512,1010170,0335,1.7826853707415
41c9377a45d4a37373cca0215766cca0,20240519,1010170,0335,0.77758741258741
41c9377a45d4a37373cca0215766cca0,20240526,1010170,0335,1.1894565217391
41c9377a45d4a37373cca0215766cca0,20240602,1010170,0335,1.0451359516616
41c9377a45d4a37373cca0215766cca0,20240317,1010150,0260,0.20408163265306
41c9377a45d4a37373cca0215766cca0,20240324,1010150,0260,0.69387755102041
41c9377a45d4a37373cca0215766cca0,20240331,1010150,0260,1.6734693877551
41c9377a45d4a37373cca0215766cca0,20240407,1010150,0260,1.7142857142857
41c9377a45d4a37373cca0215766cca0,20240414,1010150,0260,4
41c9377a45d4a37373cca0215766cca0,20240421,1010150,0260,7.0612244897959
41c9377a45d4a37373cca0215766cca0,20240428,1010150,0260,3.4918032786885
41c9377a45d4a37373cca0215766cca0,20240505,1010150,0260,0
41c9377a45d4a37373cca0215766cca0,20240512,1010150,0260,0.098891115564462
41c9377a45d4a37373cca0215766cca0,20240519,1010150,0260,0
41c9377a45d4a37373cca0215766cca0,20240526,1010150,0260,0
41c9377a45d4a37373cca0215766cca0,20240602,1010150,0260,0.078801323550568
