41c9377a45d4a37373cca0215766cca0,0335,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0260,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0185,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0245,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0140,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0515,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0170,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0545,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0155,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0365,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0500,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0455,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0290,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0410,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0530,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0110,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0470,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0200,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0380,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0485,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0125,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0395,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0305,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0425,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0230,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0215,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0440,26000030,"Small stores"
41c9377a45d4a37373cca0215766cca0,0320,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0275,26000020,"Medium stores"
41c9377a45d4a37373cca0215766cca0,0350,26000020,"Medium stores"
