20240414,1010170,0170,2
20240421,1010170,0170,1
20240428,1010170,0170,1
20240519,1010170,0170,1
20240526,1010170,0170,1
20240602,1010170,0170,2
20240609,1010170,0170,1
20240623,1010170,0170,1
20240707,1010170,0170,-1
20240714,1010170,0170,1
20240324,1010130,0170,2
20240331,1010130,0170,1
20240421,1010130,0170,2
20240428,1010130,0170,1
20240505,1010130,0170,1
20240512,1010130,0170,2
20240407,1010090,0170,1
20240317,1010140,0170,3
20240324,1010140,0170,5
20240331,1010140,0170,5
20240407,1010140,0170,4
20240421,1010140,0170,4
20240428,1010140,0170,3
20240505,1010140,0170,2
20240512,1010140,0170,10
20240519,1010140,0170,12
20240526,1010140,0170,9
20240602,1010140,0170,33
20240609,1010140,0170,5
20240616,1010140,0170,10
20240623,1010140,0170,4
20240630,1010140,0170,7
20240707,1010140,0170,1
20240714,1010140,0170,16
20240721,1010140,0170,2
20240804,1010140,0170,1
20240818,1010140,0170,-1
20240421,1010110,0170,1
20240428,1010110,0170,1
20240602,1010110,0170,1
20240609,1010110,0170,2
20240616,1010110,0170,2
20240623,1010110,0170,2
20240630,1010110,0170,1
20240714,1010110,0170,1
20240317,1010150,0170,1
20240324,1010150,0170,4
20240331,1010150,0170,3
20240407,1010150,0170,1
20240414,1010150,0170,2
20240421,1010150,0170,3
20240428,1010150,0170,1
20240512,1010150,0170,3
20240519,1010150,0170,7
20240526,1010150,0170,5
20240602,1010150,0170,15
20240609,1010150,0170,7
20240623,1010150,0170,4
20240630,1010150,0170,6
20240707,1010150,0170,5
20240714,1010150,0170,14
20240721,1010150,0170,1
20240728,1010150,0170,1
20240714,1010160,0410,1
20240721,1010160,0410,2
20240505,1010120,0410,4
20240519,1010120,0410,2
20240526,1010120,0410,1
20240602,1010120,0410,4
20240609,1010120,0410,9
20240616,1010120,0410,9
20240623,1010120,0410,4
20240630,1010120,0410,4
20240707,1010120,0410,2
20240721,1010120,0410,2
20240728,1010120,0410,1
20240303,1010090,0410,3
20240317,1010090,0410,3
20240324,1010090,0410,4
20240331,1010090,0410,1
20240407,1010090,0410,4
20240414,1010090,0410,1
20240421,1010090,0410,7
20240428,1010090,0410,3
20240505,1010090,0410,2
20240512,1010090,0410,4
20240519,1010090,0410,5
20240526,1010090,0410,6
20240602,1010090,0410,7
20240609,1010090,0410,11
20240616,1010090,0410,2
20240623,1010090,0410,1
20240630,1010090,0410,7
20240707,1010090,0410,4
20240714,1010090,0410,13
20240721,1010090,0410,6
20240728,1010090,0410,2
20240331,1010140,0410,10
20240407,1010140,0410,9
20240414,1010140,0410,16
20240421,1010140,0410,8
20240428,1010140,0410,7
20240505,1010140,0410,4
20240512,1010140,0410,14
20240519,1010140,0410,10
20240526,1010140,0410,14
20240602,1010140,0410,22
20240609,1010140,0410,3
20240616,1010140,0410,10
20240623,1010140,0410,3
20240630,1010140,0410,20
20240707,1010140,0410,6
20240714,1010140,0410,12
20240721,1010140,0410,10
20240728,1010140,0410,2
20240519,1010100,0410,1
20240623,1010100,0410,1
20240317,1010150,0410,4
20240324,1010150,0410,2
20240331,1010150,0410,8
20240407,1010150,0410,3
20240414,1010150,0410,7
20240421,1010150,0410,10
20240428,1010150,0410,11
20240505,1010150,0410,8
20240512,1010150,0410,2
20240519,1010150,0410,1
20240526,1010150,0410,12
20240602,1010150,0410,11
20240609,1010150,0410,5
20240616,1010150,0410,6
20240623,1010150,0410,7
20240630,1010150,0410,17
20240707,1010150,0410,16
20240714,1010150,0410,8
20240721,1010150,0410,3
20240728,1010150,0410,3
20240623,1010120,0290,17
20240630,1010120,0290,28
20240225,1010090,0290,4
20240303,1010090,0290,2
20240324,1010090,0290,4
20240421,1010090,0290,7
20240428,1010090,0290,3
20240505,1010090,0290,5
20240512,1010090,0290,6
20240519,1010090,0290,1
20240526,1010090,0290,7
20240602,1010090,0290,4
20240609,1010090,0290,8
20240616,1010090,0290,5
20240623,1010090,0290,2
20240630,1010090,0290,8
20240707,1010090,0290,9
20240714,1010090,0290,4
20240721,1010090,0290,2
20240728,1010090,0290,6
20240818,1010090,0290,2
20240324,1010140,0290,4
20240331,1010140,0290,16
20240407,1010140,0290,6
20240414,1010140,0290,7
20240421,1010140,0290,20
20240428,1010140,0290,9
20240505,1010140,0290,3
20240512,1010140,0290,9
20240519,1010140,0290,12
20240526,1010140,0290,17
20240602,1010140,0290,8
20240609,1010140,0290,12
20240616,1010140,0290,10
20240623,1010140,0290,15
20240630,1010140,0290,20
20240707,1010140,0290,17
20240714,1010140,0290,21
20240721,1010140,0290,7
20240728,1010140,0290,10
20240811,1010140,0290,7
20240825,1010140,0290,3
20240324,1010150,0290,1
20240331,1010150,0290,2
20240414,1010150,0290,4
20240421,1010150,0290,5
20240428,1010150,0290,13
20240505,1010150,0290,6
20240512,1010150,0290,6
20240526,1010150,0290,19
20240602,1010150,0290,7
20240609,1010150,0290,8
20240616,1010150,0290,7
20240623,1010150,0290,8
20240630,1010150,0290,9
20240707,1010150,0290,11
20240714,1010150,0290,8
20240721,1010150,0290,4
20240728,1010150,0290,3
20240804,1010150,0290,1
20240811,1010150,0290,2
20240407,1010170,0545,1
20240505,1010170,0545,3
20240512,1010170,0545,3
20240519,1010170,0545,1
20240526,1010170,0545,4
20240602,1010170,0545,6
20240609,1010170,0545,3
20240616,1010170,0545,10
20240623,1010170,0545,-1
20240407,1010130,0545,2
20240505,1010130,0545,2
20240519,1010130,0545,1
20240526,1010130,0545,1
20240609,1010130,0545,3
20240616,1010130,0545,1
20240623,1010130,0545,8
20240630,1010130,0545,4
20240714,1010130,0545,1
20240804,1010130,0545,4
20240324,1010120,0545,3
20240407,1010120,0545,2
20240414,1010120,0545,6
20240421,1010120,0545,9
20240428,1010120,0545,11
20240505,1010120,0545,8
20240512,1010120,0545,9
20240519,1010120,0545,3
20240526,1010120,0545,16
20240602,1010120,0545,16
20240609,1010120,0545,13
20240616,1010120,0545,27
20240623,1010120,0545,10
20240630,1010120,0545,11
20240707,1010120,0545,5
20240714,1010120,0545,7
20240721,1010120,0545,-1
20240630,1010090,0545,1
20240707,1010090,0545,7
20240714,1010090,0545,4
20240721,1010090,0545,3
20240728,1010090,0545,1
20240804,1010090,0545,4
20240811,1010090,0545,1
20240310,1010140,0545,1
20240317,1010140,0545,1
20240324,1010140,0545,5
20240331,1010140,0545,4
20240414,1010140,0545,11
20240512,1010140,0545,18
20240519,1010140,0545,9
20240602,1010140,0545,11
20240616,1010140,0545,14
20240623,1010140,0545,20
20240707,1010140,0545,4
20240714,1010140,0545,18
20240721,1010140,0545,17
20240728,1010140,0545,1
20240811,1010140,0545,1
20240421,1010110,0545,1
20240428,1010110,0545,1
20240505,1010110,0545,-1
20240512,1010110,0545,1
20240526,1010110,0545,1
20240602,1010110,0545,1
20240609,1010110,0545,3
20240616,1010110,0545,7
20240623,1010110,0545,9
20240630,1010110,0545,11
20240707,1010110,0545,6
20240512,1010150,0545,2
20240519,1010150,0545,3
20240602,1010150,0545,12
20240616,1010150,0545,6
20240623,1010150,0545,1
20240707,1010150,0545,1
20240714,1010150,0545,8
20240721,1010150,0545,17
20240728,1010150,0545,4
20240804,1010150,0545,3
20240901,1010150,0545,2
20240414,1010120,0275,2
20240421,1010120,0275,5
20240428,1010120,0275,1
20240505,1010120,0275,1
20240526,1010120,0275,5
20240602,1010120,0275,9
20240331,1010090,0275,2
20240407,1010090,0275,2
20240414,1010090,0275,3
20240421,1010090,0275,7
20240428,1010090,0275,3
20240505,1010090,0275,2
20240512,1010090,0275,4
20240519,1010090,0275,1
20240526,1010090,0275,6
20240602,1010090,0275,5
20240609,1010090,0275,6
20240616,1010090,0275,4
20240623,1010090,0275,4
20240630,1010090,0275,2
20240707,1010090,0275,6
20240721,1010090,0275,2
20240811,1010090,0275,1
20240818,1010090,0275,1
20240324,1010140,0275,5
20240331,1010140,0275,3
20240414,1010140,0275,11
20240421,1010140,0275,17
20240428,1010140,0275,11
20240505,1010140,0275,3
20240512,1010140,0275,8
20240519,1010140,0275,8
20240526,1010140,0275,19
20240602,1010140,0275,19
20240609,1010140,0275,7
20240616,1010140,0275,13
20240623,1010140,0275,10
20240630,1010140,0275,9
20240707,1010140,0275,11
20240714,1010140,0275,9
20240721,1010140,0275,14
20240728,1010140,0275,2
20240317,1010150,0275,1
20240331,1010150,0275,3
20240407,1010150,0275,2
20240414,1010150,0275,10
20240421,1010150,0275,12
20240428,1010150,0275,15
20240505,1010150,0275,15
20240512,1010150,0275,6
20240519,1010150,0275,3
20240526,1010150,0275,20
20240602,1010150,0275,19
20240609,1010150,0275,5
20240616,1010150,0275,10
20240623,1010150,0275,7
20240630,1010150,0275,7
20240707,1010150,0275,3
20240714,1010150,0275,9
20240721,1010150,0275,15
20240728,1010150,0275,6
20240804,1010150,0275,4
20240811,1010150,0275,5
20240818,1010150,0275,3
20240331,1010170,0155,2
20240421,1010170,0155,2
20240505,1010170,0155,1
20240526,1010170,0155,3
20240602,1010170,0155,2
20240609,1010170,0155,2
20240616,1010170,0155,7
20240623,1010170,0155,4
20240630,1010170,0155,5
20240707,1010170,0155,1
20240714,1010170,0155,1
20240324,1010120,0155,2
20240331,1010120,0155,1
20240407,1010120,0155,5
20240414,1010120,0155,3
20240421,1010120,0155,5
20240428,1010120,0155,5
20240505,1010120,0155,6
20240512,1010120,0155,3
20240519,1010120,0155,7
20240526,1010120,0155,34
20240602,1010120,0155,3
20240324,1010090,0155,3
20240414,1010090,0155,1
20240421,1010090,0155,2
20240428,1010090,0155,6
20240505,1010090,0155,2
20240512,1010090,0155,4
20240519,1010090,0155,3
20240526,1010090,0155,2
20240602,1010090,0155,10
20240609,1010090,0155,10
20240616,1010090,0155,1
20240623,1010090,0155,4
20240630,1010090,0155,7
20240707,1010090,0155,4
20240714,1010090,0155,4
20240721,1010090,0155,8
20240331,1010140,0155,15
20240407,1010140,0155,4
20240414,1010140,0155,2
20240421,1010140,0155,19
20240428,1010140,0155,4
20240505,1010140,0155,10
20240512,1010140,0155,10
20240519,1010140,0155,12
20240526,1010140,0155,21
20240602,1010140,0155,23
20240609,1010140,0155,5
20240616,1010140,0155,13
20240623,1010140,0155,9
20240630,1010140,0155,10
20240707,1010140,0155,7
20240714,1010140,0155,7
20240721,1010140,0155,5
20240728,1010140,0155,3
20240804,1010140,0155,6
20240324,1010110,0155,1
20240407,1010110,0155,1
20240421,1010110,0155,3
20240428,1010110,0155,1
20240505,1010110,0155,2
20240512,1010110,0155,4
20240519,1010110,0155,2
20240526,1010110,0155,2
20240602,1010110,0155,4
20240609,1010110,0155,3
20240707,1010110,0155,2
20240721,1010110,0155,2
20240728,1010110,0155,1
20240804,1010110,0155,1
20240324,1010150,0155,4
20240331,1010150,0155,2
20240407,1010150,0155,2
20240414,1010150,0155,7
20240421,1010150,0155,6
20240428,1010150,0155,2
20240505,1010150,0155,7
20240512,1010150,0155,9
20240519,1010150,0155,4
20240526,1010150,0155,3
20240602,1010150,0155,8
20240609,1010150,0155,6
20240616,1010150,0155,14
20240623,1010150,0155,6
20240630,1010150,0155,10
20240707,1010150,0155,6
20240714,1010150,0155,4
20240721,1010150,0155,12
20240728,1010150,0155,1
20240804,1010150,0155,2
20240818,1010150,0155,4
20240630,1010170,0515,1
20240707,1010170,0515,2
20240714,1010170,0515,3
20240811,1010170,0515,5
20240505,1010130,0515,1
20240616,1010130,0515,1
20240331,1010120,0515,2
20240407,1010120,0515,2
20240414,1010120,0515,1
20240421,1010120,0515,1
20240428,1010120,0515,3
20240512,1010120,0515,2
20240519,1010120,0515,4
20240526,1010120,0515,6
20240602,1010120,0515,8
20240609,1010120,0515,15
20240616,1010120,0515,5
20240623,1010120,0515,3
20240630,1010120,0515,15
20240707,1010120,0515,9
20240714,1010120,0515,9
20240407,1010090,0515,1
20240421,1010090,0515,2
20240428,1010090,0515,4
20240505,1010090,0515,1
20240512,1010090,0515,1
20240519,1010090,0515,2
20240526,1010090,0515,8
20240602,1010090,0515,11
20240609,1010090,0515,7
20240616,1010090,0515,7
20240630,1010090,0515,4
20240707,1010090,0515,6
20240714,1010090,0515,10
20240721,1010090,0515,5
20240728,1010090,0515,10
20240804,1010090,0515,3
20240811,1010090,0515,2
20240317,1010140,0515,1
20240324,1010140,0515,4
20240331,1010140,0515,1
20240407,1010140,0515,2
20240414,1010140,0515,2
20240421,1010140,0515,12
20240428,1010140,0515,8
20240505,1010140,0515,8
20240512,1010140,0515,20
20240519,1010140,0515,9
20240526,1010140,0515,14
20240602,1010140,0515,29
20240609,1010140,0515,20
20240616,1010140,0515,11
20240623,1010140,0515,6
20240630,1010140,0515,10
20240707,1010140,0515,10
20240714,1010140,0515,13
20240728,1010140,0515,-2
20240317,1010150,0515,2
20240324,1010150,0515,3
20240407,1010150,0515,3
20240414,1010150,0515,11
20240421,1010150,0515,11
20240428,1010150,0515,10
20240505,1010150,0515,3
20240512,1010150,0515,4
20240519,1010150,0515,3
20240526,1010150,0515,12
20240602,1010150,0515,17
20240609,1010150,0515,9
20240616,1010150,0515,6
20240623,1010150,0515,4
20240630,1010150,0515,19
20240707,1010150,0515,10
20240714,1010150,0515,24
20240721,1010150,0515,12
20240728,1010150,0515,7
20240804,1010150,0515,4
20240811,1010150,0515,2
20240901,1010150,0515,3
20240324,1010120,0335,1
20240414,1010120,0335,1
20240421,1010120,0335,3
20240505,1010120,0335,5
20240512,1010120,0335,1
20240526,1010120,0335,12
20240602,1010120,0335,19
20240609,1010120,0335,34
20240616,1010120,0335,9
20240630,1010120,0335,8
20240707,1010120,0335,4
20240714,1010120,0335,5
20240721,1010120,0335,11
20240728,1010120,0335,3
20240804,1010120,0335,2
20240818,1010120,0335,2
20240825,1010120,0335,1
20240225,1010090,0335,2
20240331,1010090,0335,1
20240407,1010090,0335,2
20240421,1010090,0335,1
20240512,1010090,0335,2
20240602,1010090,0335,5
20240609,1010090,0335,4
20240616,1010090,0335,16
20240623,1010090,0335,3
20240630,1010090,0335,6
20240707,1010090,0335,2
20240714,1010090,0335,1
20240721,1010090,0335,1
20240728,1010090,0335,2
20240331,1010140,0335,1
20240414,1010140,0335,4
20240421,1010140,0335,18
20240428,1010140,0335,11
20240505,1010140,0335,6
20240512,1010140,0335,1
20240519,1010140,0335,4
20240602,1010140,0335,13
20240609,1010140,0335,9
20240616,1010140,0335,10
20240623,1010140,0335,10
20240630,1010140,0335,8
20240707,1010140,0335,5
20240714,1010140,0335,16
20240721,1010140,0335,12
20240728,1010140,0335,2
20240804,1010140,0335,1
20240811,1010140,0335,-2
20240324,1010150,0335,2
20240421,1010150,0335,4
20240428,1010150,0335,9
20240505,1010150,0335,3
20240512,1010150,0335,1
20240519,1010150,0335,3
20240602,1010150,0335,3
20240609,1010150,0335,2
20240616,1010150,0335,10
20240623,1010150,0335,8
20240630,1010150,0335,5
20240707,1010150,0335,5
20240714,1010150,0335,3
20240721,1010150,0335,4
20240804,1010150,0335,1
20240811,1010150,0335,1
20240414,1010120,0215,1
20240421,1010120,0215,4
20240428,1010120,0215,5
20240505,1010120,0215,4
20240512,1010120,0215,4
20240526,1010120,0215,8
20240602,1010120,0215,33
20240616,1010120,0215,4
20240623,1010120,0215,2
20240630,1010120,0215,4
20240707,1010120,0215,1
20240714,1010120,0215,4
20240721,1010120,0215,19
20240331,1010090,0215,4
20240414,1010090,0215,2
20240421,1010090,0215,1
20240428,1010090,0215,2
20240505,1010090,0215,4
20240526,1010090,0215,4
20240602,1010090,0215,4
20240609,1010090,0215,1
20240616,1010090,0215,10
20240623,1010090,0215,6
20240630,1010090,0215,3
20240707,1010090,0215,6
20240714,1010090,0215,4
20240728,1010090,0215,1
20240804,1010090,0215,2
20240811,1010090,0215,1
20240818,1010090,0215,-2
20240414,1010140,0215,7
20240421,1010140,0215,4
20240428,1010140,0215,6
20240505,1010140,0215,4
20240512,1010140,0215,6
20240519,1010140,0215,4
20240526,1010140,0215,17
20240602,1010140,0215,16
20240609,1010140,0215,2
20240616,1010140,0215,5
20240623,1010140,0215,9
20240630,1010140,0215,15
20240707,1010140,0215,13
20240714,1010140,0215,8
20240721,1010140,0215,4
20240728,1010140,0215,7
20240609,1010110,0215,2
20240714,1010110,0215,1
20240721,1010110,0215,1
20240414,1010150,0215,2
20240421,1010150,0215,8
20240428,1010150,0215,5
20240505,1010150,0215,1
20240512,1010150,0215,4
20240519,1010150,0215,1
20240526,1010150,0215,14
20240602,1010150,0215,6
20240609,1010150,0215,19
20240616,1010150,0215,1
20240623,1010150,0215,2
20240630,1010150,0215,8
20240707,1010150,0215,6
20240714,1010150,0215,4
20240721,1010150,0215,3
20240728,1010150,0215,3
20240804,1010150,0215,1
20240811,1010150,0215,1
20240825,1010150,0215,2
20240407,1010170,0185,1
20240414,1010170,0185,1
20240421,1010170,0185,1
20240512,1010170,0185,1
20240519,1010170,0185,2
20240526,1010170,0185,1
20240602,1010170,0185,8
20240609,1010170,0185,2
20240714,1010170,0185,1
20240324,1010120,0185,2
20240331,1010120,0185,3
20240407,1010120,0185,3
20240414,1010120,0185,11
20240421,1010120,0185,7
20240428,1010120,0185,14
20240512,1010120,0185,6
20240519,1010120,0185,12
20240526,1010120,0185,18
20240602,1010120,0185,1
20240616,1010120,0185,2
20240623,1010120,0185,6
20240630,1010120,0185,9
20240707,1010120,0185,2
20240714,1010120,0185,1
20240317,1010090,0185,2
20240407,1010090,0185,1
20240414,1010090,0185,5
20240421,1010090,0185,4
20240428,1010090,0185,4
20240505,1010090,0185,2
20240512,1010090,0185,7
20240519,1010090,0185,5
20240526,1010090,0185,7
20240602,1010090,0185,18
20240609,1010090,0185,5
20240623,1010090,0185,8
20240630,1010090,0185,5
20240707,1010090,0185,3
20240714,1010090,0185,11
20240721,1010090,0185,9
20240728,1010090,0185,6
20240804,1010090,0185,7
20240811,1010090,0185,1
20240825,1010090,0185,1
20240901,1010090,0185,2
20240324,1010140,0185,2
20240331,1010140,0185,5
20240407,1010140,0185,6
20240414,1010140,0185,10
20240421,1010140,0185,15
20240428,1010140,0185,11
20240505,1010140,0185,10
20240512,1010140,0185,11
20240519,1010140,0185,1
20240526,1010140,0185,13
20240602,1010140,0185,21
20240609,1010140,0185,8
20240616,1010140,0185,11
20240623,1010140,0185,7
20240630,1010140,0185,10
20240707,1010140,0185,3
20240428,1010110,0185,1
20240526,1010110,0185,1
20240602,1010110,0185,4
20240609,1010110,0185,2
20240616,1010110,0185,2
20240324,1010150,0185,2
20240331,1010150,0185,7
20240407,1010150,0185,1
20240414,1010150,0185,11
20240421,1010150,0185,15
20240428,1010150,0185,13
20240505,1010150,0185,12
20240512,1010150,0185,6
20240519,1010150,0185,5
20240526,1010150,0185,13
20240602,1010150,0185,3
20240609,1010150,0185,13
20240616,1010150,0185,10
20240623,1010150,0185,5
20240630,1010150,0185,11
20240707,1010150,0185,8
20240714,1010150,0185,18
20240721,1010150,0185,19
20240728,1010150,0185,1
20240804,1010150,0185,5
20240901,1010150,0185,1
20240519,1010170,0395,1
20240602,1010170,0395,1
20240609,1010170,0395,2
20240616,1010170,0395,5
20240714,1010170,0395,1
20240421,1010120,0395,10
20240505,1010120,0395,4
20240512,1010120,0395,2
20240519,1010120,0395,2
20240526,1010120,0395,6
20240602,1010120,0395,8
20240609,1010120,0395,9
20240616,1010120,0395,22
20240623,1010120,0395,5
20240630,1010120,0395,5
20240707,1010120,0395,4
20240714,1010120,0395,8
20240721,1010120,0395,3
20240728,1010120,0395,3
20240804,1010120,0395,6
20240811,1010120,0395,3
20240825,1010120,0395,1
20240331,1010090,0395,2
20240407,1010090,0395,2
20240414,1010090,0395,2
20240421,1010090,0395,6
20240505,1010090,0395,3
20240519,1010090,0395,5
20240526,1010090,0395,1
20240602,1010090,0395,6
20240609,1010090,0395,1
20240616,1010090,0395,3
20240623,1010090,0395,3
20240630,1010090,0395,3
20240707,1010090,0395,1
20240714,1010090,0395,5
20240721,1010090,0395,4
20240728,1010090,0395,1
20240804,1010090,0395,1
20240818,1010090,0395,1
20240324,1010140,0395,2
20240331,1010140,0395,4
20240407,1010140,0395,3
20240414,1010140,0395,3
20240421,1010140,0395,20
20240428,1010140,0395,9
20240505,1010140,0395,1
20240519,1010140,0395,4
20240526,1010140,0395,11
20240602,1010140,0395,12
20240609,1010140,0395,7
20240616,1010140,0395,6
20240623,1010140,0395,8
20240630,1010140,0395,1
20240707,1010140,0395,5
20240714,1010140,0395,7
20240721,1010140,0395,7
20240728,1010140,0395,6
20240804,1010140,0395,3
20240811,1010140,0395,2
20240428,1010110,0395,1
20240505,1010110,0395,1
20240512,1010110,0395,-1
20240519,1010110,0395,1
20240526,1010110,0395,1
20240602,1010110,0395,1
20240609,1010110,0395,2
20240616,1010110,0395,3
20240407,1010150,0395,2
20240414,1010150,0395,3
20240421,1010150,0395,7
20240428,1010150,0395,6
20240505,1010150,0395,2
20240519,1010150,0395,2
20240602,1010150,0395,4
20240609,1010150,0395,5
20240616,1010150,0395,4
20240623,1010150,0395,3
20240630,1010150,0395,6
20240707,1010150,0395,7
20240714,1010150,0395,7
20240721,1010150,0395,9
20240728,1010150,0395,13
20240804,1010150,0395,1
20240811,1010150,0395,2
20240714,1010130,0530,1
20240317,1010120,0530,1
20240324,1010120,0530,3
20240414,1010120,0530,2
20240421,1010120,0530,1
20240428,1010120,0530,3
20240512,1010120,0530,11
20240526,1010120,0530,4
20240602,1010120,0530,10
20240609,1010120,0530,11
20240630,1010120,0530,3
20240707,1010120,0530,3
20240721,1010120,0530,5
20240811,1010120,0530,3
20240310,1010090,0530,2
20240407,1010090,0530,2
20240421,1010090,0530,1
20240428,1010090,0530,5
20240505,1010090,0530,-2
20240512,1010090,0530,3
20240526,1010090,0530,2
20240602,1010090,0530,5
20240609,1010090,0530,4
20240616,1010090,0530,3
20240623,1010090,0530,4
20240630,1010090,0530,3
20240707,1010090,0530,1
20240714,1010090,0530,2
20240721,1010090,0530,3
20240728,1010090,0530,2
20240310,1010140,0530,2
20240317,1010140,0530,3
20240324,1010140,0530,4
20240331,1010140,0530,3
20240407,1010140,0530,1
20240421,1010140,0530,5
20240428,1010140,0530,4
20240505,1010140,0530,4
20240512,1010140,0530,10
20240519,1010140,0530,7
20240526,1010140,0530,25
20240602,1010140,0530,17
20240609,1010140,0530,17
20240616,1010140,0530,15
20240623,1010140,0530,11
20240630,1010140,0530,10
20240707,1010140,0530,8
20240714,1010140,0530,2
20240721,1010140,0530,7
20240728,1010140,0530,6
20240804,1010140,0530,3
20240811,1010140,0530,1
20240818,1010140,0530,2
20240901,1010140,0530,1
20240324,1010110,0530,2
20240414,1010110,0530,1
20240519,1010110,0530,1
20240526,1010110,0530,1
20240609,1010110,0530,4
20240616,1010110,0530,3
20240811,1010110,0530,1
20240303,1010150,0530,1
20240324,1010150,0530,1
20240331,1010150,0530,2
20240407,1010150,0530,2
20240414,1010150,0530,3
20240421,1010150,0530,3
20240428,1010150,0530,7
20240505,1010150,0530,4
20240512,1010150,0530,6
20240519,1010150,0530,9
20240526,1010150,0530,1
20240602,1010150,0530,7
20240609,1010150,0530,9
20240616,1010150,0530,17
20240623,1010150,0530,5
20240630,1010150,0530,4
20240714,1010150,0530,6
20240721,1010150,0530,7
20240728,1010150,0530,3
20240526,1010170,0260,4
20240602,1010170,0260,5
20240609,1010170,0260,6
20240623,1010170,0260,5
20240630,1010170,0260,6
20240707,1010170,0260,7
20240714,1010170,0260,13
20240721,1010170,0260,4
20240512,1010120,0260,18
20240519,1010120,0260,19
20240526,1010120,0260,21
20240602,1010120,0260,128
20240609,1010120,0260,55
20240616,1010120,0260,43
20240623,1010120,0260,27
20240630,1010120,0260,69
20240707,1010120,0260,68
20240714,1010120,0260,25
20240414,1010090,0260,2
20240421,1010090,0260,3
20240505,1010090,0260,2
20240512,1010090,0260,3
20240519,1010090,0260,4
20240526,1010090,0260,5
20240602,1010090,0260,22
20240609,1010090,0260,2
20240616,1010090,0260,9
20240623,1010090,0260,7
20240630,1010090,0260,11
20240707,1010090,0260,13
20240714,1010090,0260,9
20240721,1010090,0260,27
20240728,1010090,0260,3
20240804,1010090,0260,5
20240811,1010090,0260,6
20240818,1010090,0260,1
20240825,1010090,0260,1
20240414,1010140,0260,2
20240421,1010140,0260,10
20240428,1010140,0260,7
20240505,1010140,0260,5
20240512,1010140,0260,15
20240519,1010140,0260,13
20240526,1010140,0260,26
20240602,1010140,0260,1
20240609,1010140,0260,15
20240616,1010140,0260,22
20240623,1010140,0260,18
20240630,1010140,0260,19
20240707,1010140,0260,18
20240714,1010140,0260,4
20240519,1010110,0260,3
20240526,1010110,0260,1
20240602,1010110,0260,5
20240609,1010110,0260,4
20240623,1010110,0260,1
20240630,1010110,0260,7
20240707,1010110,0260,5
20240714,1010110,0260,2
20240414,1010150,0260,2
20240421,1010150,0260,12
20240428,1010150,0260,10
20240505,1010150,0260,4
20240512,1010150,0260,6
20240519,1010150,0260,19
20240526,1010150,0260,19
20240602,1010150,0260,7
20240609,1010150,0260,20
20240616,1010150,0260,22
20240623,1010150,0260,15
20240630,1010150,0260,31
20240707,1010150,0260,10
20240714,1010150,0260,30
20240721,1010150,0260,9
20240324,1010170,0455,1
