a7760a00cc0276d8ad1aa3a5ac55ad60,0335,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0260,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0185,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0245,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0140,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0515,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0170,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0545,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0155,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0365,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0500,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0455,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0290,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0410,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0530,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0110,26000010,"Large stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0470,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0200,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0380,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0485,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0125,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0395,26000010,"Large stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0305,26000010,"Large stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0425,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0230,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0215,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0440,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0320,26000020,"Medium stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0275,26000030,"Small stores"
a7760a00cc0276d8ad1aa3a5ac55ad60,0350,26000020,"Medium stores"
